id,material,quantity,source,carbon_savings,project_location,used_in_project,date_added
5264,Rammed Earth,544,GreenBuild Ltd.,1800.06,Chicago,No,2023-12-11
5265,Bamboo Fiber,274,Sustainable Works,1297.86,Los Angeles,No,2023-10-24
5266,Bamboo Fiber,587,NatureBricks,2618.98,Miami,No,2023-10-06
5267,Rammed Earth,181,GreenBuild Ltd.,437.43,Chicago,Yes,2023-05-06
5268,Geopolymer,353,EcoCement Co.,1168.68,Miami,No,2023-11-25
5269,Geopolymer,442,Sustainable Works,1765.47,Seattle,No,2023-10-02
5270,Recycled Plastic,693,GreenBuild Ltd.,1738.13,Miami,No,2023-07-20
5271,Rammed Earth,524,EcoCement Co.,2514.71,Boston,Yes,2023-03-23
5272,Rammed Earth,360,PlasticCycle,1607.6,Boston,Yes,2023-08-05
5273,Geopolymer,377,EarthInnovations,896.82,New York,No,2023-07-11
5274,Recycled Plastic,238,Sustainable Works,779.31,Austin,No,2023-07-29
5275,Rammed Earth,331,PlasticCycle,1566.8,Austin,No,2023-08-14
5276,Bamboo Fiber,485,GreenBuild Ltd.,1252.05,Miami,Yes,2023-11-06
5277,Recycled Plastic,226,NatureBricks,784.93,Chicago,No,2023-09-09
5278,Bamboo Fiber,965,PlasticCycle,3983.24,Denver,Yes,2023-01-27
5279,Rammed Earth,141,EcoCement Co.,485.55,Austin,No,2023-12-02
5280,Rammed Earth,403,Sustainable Works,1027.71,Seattle,No,2023-07-04
5281,Bamboo Fiber,164,Sustainable Works,400.2,Boston,Yes,2023-05-13
5282,Hempcrete,615,EarthInnovations,1347.25,Houston,Yes,2023-12-20
5283,Geopolymer,922,EcoCement Co.,4044.26,Miami,No,2023-05-12
5284,Bamboo Fiber,650,EcoCement Co.,1927.8,Houston,Yes,2023-01-16
5285,Geopolymer,340,PlasticCycle,1310.31,Chicago,No,2023-01-21
5286,Bamboo Fiber,497,Sustainable Works,1172.12,San Francisco,Yes,2023-06-27
5287,Rammed Earth,406,PlasticCycle,1911.14,San Francisco,No,2023-03-29
5288,Geopolymer,158,GreenBuild Ltd.,344.09,San Francisco,No,2023-06-17
5289,Recycled Plastic,652,EarthInnovations,2861.8,Boston,Yes,2023-01-01
5290,Rammed Earth,643,EarthInnovations,2692.78,Los Angeles,No,2023-09-17
5291,Recycled Plastic,690,EarthInnovations,3242.4,Seattle,Yes,2023-06-30
5292,Geopolymer,319,Sustainable Works,1555.35,Los Angeles,No,2023-06-09
5293,Straw Bale,829,PlasticCycle,3861.93,New York,No,2023-07-24
5294,Rammed Earth,940,EarthInnovations,2990.92,Denver,Yes,2023-08-31
5295,Bamboo Fiber,299,EarthInnovations,923.29,Boston,No,2023-09-14
5296,Bamboo Fiber,278,Sustainable Works,1067.73,Denver,No,2023-11-15
5297,Recycled Plastic,558,EcoCement Co.,2781.48,Austin,No,2023-10-09
5298,Recycled Plastic,601,GreenBuild Ltd.,2619.92,Denver,Yes,2023-11-09
5299,Recycled Plastic,920,NatureBricks,3947.06,San Francisco,Yes,2023-10-25
5300,Geopolymer,936,PlasticCycle,2225.08,Los Angeles,No,2023-10-30
5301,Straw Bale,164,EcoCement Co.,636.27,Denver,Yes,2023-05-17
5302,Bamboo Fiber,703,EcoCement Co.,2739.47,Miami,Yes,2023-09-08
5303,Geopolymer,149,NatureBricks,724.5,Houston,No,2023-03-07
5304,Straw Bale,787,EarthInnovations,2808.39,Seattle,No,2023-12-16
5305,Recycled Plastic,723,GreenBuild Ltd.,2391.44,Chicago,Yes,2023-01-13
5306,Geopolymer,146,PlasticCycle,590.08,Houston,No,2023-05-20
5307,Straw Bale,529,NatureBricks,2095.28,Los Angeles,Yes,2023-01-17
5308,Geopolymer,866,EarthInnovations,3888.85,Los Angeles,Yes,2023-06-24
5309,Bamboo Fiber,396,GreenBuild Ltd.,1755.56,Los Angeles,Yes,2023-07-29
5310,Geopolymer,278,EarthInnovations,1305.33,New York,No,2023-07-09
5311,Geopolymer,911,GreenBuild Ltd.,3543.43,Seattle,Yes,2023-11-13
5312,Recycled Plastic,215,EcoCement Co.,453.73,Seattle,No,2023-10-03
5313,Bamboo Fiber,134,PlasticCycle,465.92,Seattle,Yes,2023-11-03
5314,Hempcrete,780,PlasticCycle,2255.71,Boston,No,2023-03-20
5315,Bamboo Fiber,196,Sustainable Works,947.89,Denver,Yes,2023-03-07
5316,Hempcrete,549,EcoCement Co.,2688.39,Los Angeles,Yes,2023-08-10
5317,Recycled Plastic,182,GreenBuild Ltd.,780.57,Los Angeles,No,2023-04-11
5318,Hempcrete,118,PlasticCycle,396.3,Chicago,Yes,2023-05-19
5319,Bamboo Fiber,906,NatureBricks,2521.76,Denver,Yes,2023-10-25
5320,Geopolymer,633,Sustainable Works,2424.18,Los Angeles,No,2023-07-19
5321,Rammed Earth,565,Sustainable Works,1890.63,Houston,Yes,2023-04-26
5322,Hempcrete,623,EarthInnovations,1592.94,Denver,Yes,2023-04-18
5323,Recycled Plastic,244,GreenBuild Ltd.,669.29,Austin,No,2023-03-17
5324,Rammed Earth,260,Sustainable Works,781.61,New York,No,2023-08-12
5325,Hempcrete,153,EarthInnovations,494.25,Austin,No,2023-07-24
5326,Rammed Earth,222,PlasticCycle,479.24,Boston,Yes,2023-12-23
5327,Recycled Plastic,768,EcoCement Co.,1853.16,Seattle,Yes,2023-05-18
5328,Straw Bale,836,GreenBuild Ltd.,4123.12,Miami,No,2023-03-05
5329,Recycled Plastic,740,GreenBuild Ltd.,2977.44,Boston,No,2023-05-17
5330,Straw Bale,629,EarthInnovations,1352.39,New York,Yes,2023-10-27
5331,Straw Bale,952,NatureBricks,3262.41,Miami,Yes,2023-08-03
5332,Bamboo Fiber,243,GreenBuild Ltd.,1127.86,San Francisco,Yes,2023-06-13
5333,Hempcrete,840,Sustainable Works,1842.84,New York,Yes,2023-05-06
5334,Hempcrete,245,EarthInnovations,590.16,Houston,No,2023-11-06
5335,Rammed Earth,405,NatureBricks,811.85,San Francisco,Yes,2023-05-18
5336,Rammed Earth,261,NatureBricks,1178.15,Miami,Yes,2023-10-06
5337,Bamboo Fiber,914,PlasticCycle,4431.67,Miami,No,2023-07-03
5338,Recycled Plastic,108,GreenBuild Ltd.,433.7,Boston,No,2023-03-23
5339,Straw Bale,436,EarthInnovations,1936.01,New York,No,2023-01-29
5340,Geopolymer,169,PlasticCycle,357.04,Houston,No,2023-04-19
5341,Bamboo Fiber,348,EcoCement Co.,1308.51,New York,Yes,2023-06-27
5342,Recycled Plastic,717,GreenBuild Ltd.,1648.82,Austin,No,2023-06-22
5343,Recycled Plastic,291,NatureBricks,921.91,Austin,Yes,2023-09-28
5344,Straw Bale,581,PlasticCycle,2392.22,New York,Yes,2023-04-08
5345,Rammed Earth,550,Sustainable Works,2446.37,Los Angeles,Yes,2023-08-09
5346,Geopolymer,847,EarthInnovations,2581.79,Boston,Yes,2023-08-28
5347,Bamboo Fiber,131,GreenBuild Ltd.,468.75,Denver,No,2023-05-15
5348,Hempcrete,389,PlasticCycle,939.16,Boston,Yes,2023-01-09
5349,Rammed Earth,275,NatureBricks,801.9,Chicago,No,2023-02-11
5350,Rammed Earth,777,NatureBricks,2623.85,Seattle,Yes,2023-11-19
5351,Bamboo Fiber,303,EarthInnovations,617.51,Chicago,Yes,2023-07-22
5352,Rammed Earth,264,EarthInnovations,947.17,San Francisco,No,2023-07-29
5353,Geopolymer,678,PlasticCycle,3230.83,Chicago,No,2023-03-15
5354,Rammed Earth,427,EarthInnovations,934.24,Seattle,Yes,2023-05-21
5355,Straw Bale,907,PlasticCycle,3120.36,Miami,No,2023-10-14
5356,Hempcrete,836,GreenBuild Ltd.,2335.31,Chicago,Yes,2023-05-16
5357,Rammed Earth,772,GreenBuild Ltd.,2584.18,San Francisco,Yes,2023-12-14
5358,Hempcrete,994,NatureBricks,2300.82,San Francisco,Yes,2023-10-03
5359,Straw Bale,979,Sustainable Works,2043.47,Denver,Yes,2023-11-26
5360,Straw Bale,462,PlasticCycle,1688.98,Los Angeles,Yes,2023-02-02
5361,Recycled Plastic,583,EarthInnovations,1380.25,Chicago,Yes,2023-03-24
5362,Hempcrete,606,Sustainable Works,1486.93,New York,Yes,2023-09-04
5363,Rammed Earth,870,NatureBricks,2985.56,Boston,No,2023-07-04
5364,Straw Bale,725,EarthInnovations,1757.25,Los Angeles,Yes,2023-08-11
5365,Geopolymer,493,NatureBricks,1491.42,Austin,Yes,2023-07-15
5366,Geopolymer,276,NatureBricks,865.1,Austin,No,2023-12-16
5367,Bamboo Fiber,733,GreenBuild Ltd.,3421.03,San Francisco,No,2023-02-13
5368,Bamboo Fiber,701,EcoCement Co.,2723.61,Los Angeles,Yes,2023-09-01
5369,Hempcrete,779,EcoCement Co.,2391.21,Chicago,Yes,2023-05-19
5370,Bamboo Fiber,590,Sustainable Works,1680.84,San Francisco,Yes,2023-09-13
5371,Hempcrete,112,Sustainable Works,361.87,Seattle,No,2023-02-26
5372,Geopolymer,994,Sustainable Works,3975.44,Denver,Yes,2023-05-21
5373,Bamboo Fiber,392,GreenBuild Ltd.,1037.18,New York,Yes,2023-08-22
5374,Hempcrete,518,EarthInnovations,1776.93,San Francisco,No,2023-05-23
5375,Rammed Earth,698,NatureBricks,2648.25,Seattle,No,2023-01-31
5376,Rammed Earth,559,NatureBricks,1262.5,Austin,No,2023-10-27
5377,Hempcrete,631,GreenBuild Ltd.,2227.86,Denver,No,2023-02-24
5378,Rammed Earth,974,NatureBricks,4482.92,Denver,Yes,2023-10-23
5379,Hempcrete,122,GreenBuild Ltd.,596.2,New York,Yes,2023-12-19
5380,Straw Bale,954,EarthInnovations,3864.3,San Francisco,Yes,2023-01-11
5381,Rammed Earth,645,GreenBuild Ltd.,2213.07,Denver,No,2023-10-11
5382,Recycled Plastic,958,GreenBuild Ltd.,2755.56,New York,Yes,2023-06-21
5383,Rammed Earth,118,EcoCement Co.,282.66,San Francisco,No,2023-03-22
5384,Straw Bale,854,GreenBuild Ltd.,2625.45,Chicago,Yes,2023-09-12
5385,Recycled Plastic,721,NatureBricks,3589.82,San Francisco,Yes,2023-12-04
5386,Bamboo Fiber,387,EarthInnovations,1079.01,Los Angeles,No,2023-05-31
5387,Straw Bale,827,EarthInnovations,3764.69,Miami,No,2023-03-01
5388,Bamboo Fiber,834,EcoCement Co.,2779.73,Chicago,No,2023-03-25
5389,Hempcrete,780,EcoCement Co.,2828.54,New York,Yes,2023-12-24
5390,Hempcrete,585,GreenBuild Ltd.,2251.9,Austin,No,2023-02-03
5391,Geopolymer,185,Sustainable Works,908.68,Miami,Yes,2023-06-15
5392,Geopolymer,999,PlasticCycle,2424.29,Denver,Yes,2023-05-05
5393,Geopolymer,644,NatureBricks,2106.83,New York,No,2023-09-15
5394,Hempcrete,493,GreenBuild Ltd.,1321.95,Los Angeles,No,2023-08-09
5395,Rammed Earth,333,NatureBricks,1413.59,Miami,Yes,2023-01-20
5396,Recycled Plastic,440,NatureBricks,2085.47,Houston,Yes,2023-10-21
5397,Straw Bale,643,GreenBuild Ltd.,1616.14,Chicago,Yes,2023-04-26
5398,Recycled Plastic,376,Sustainable Works,782.43,Denver,Yes,2023-08-18
5399,Bamboo Fiber,913,NatureBricks,2415.15,Boston,No,2023-12-04
5400,Rammed Earth,427,Sustainable Works,1882.65,Miami,No,2023-06-04
5401,Recycled Plastic,998,PlasticCycle,4915.28,Boston,No,2023-09-17
5402,Hempcrete,554,GreenBuild Ltd.,1214.42,Austin,No,2023-04-04
5403,Straw Bale,381,NatureBricks,890.21,Denver,Yes,2023-05-19
5404,Geopolymer,347,PlasticCycle,1042.37,Miami,No,2023-05-29
5405,Straw Bale,330,EcoCement Co.,956.77,Miami,Yes,2023-07-15
5406,Recycled Plastic,493,NatureBricks,1003.67,Boston,Yes,2023-03-19
5407,Recycled Plastic,597,GreenBuild Ltd.,2914.6,Los Angeles,No,2023-09-15
5408,Geopolymer,523,PlasticCycle,1545.71,Houston,Yes,2023-08-10
5409,Straw Bale,353,EcoCement Co.,1572.94,Austin,Yes,2023-03-06
5410,Recycled Plastic,294,GreenBuild Ltd.,1267.67,Miami,Yes,2023-02-16
5411,Geopolymer,119,NatureBricks,286.65,Seattle,No,2023-09-22
5412,Bamboo Fiber,689,EcoCement Co.,2031.13,Miami,Yes,2023-02-08
5413,Bamboo Fiber,393,Sustainable Works,1944.73,Houston,No,2023-07-18
5414,Straw Bale,220,EarthInnovations,514.16,Austin,Yes,2023-11-29
5415,Recycled Plastic,711,PlasticCycle,2824.19,Seattle,No,2023-02-10
5416,Straw Bale,680,NatureBricks,2767.88,Chicago,Yes,2023-04-20
5417,Rammed Earth,934,EarthInnovations,3276.02,Seattle,No,2023-11-18
5418,Geopolymer,414,EarthInnovations,849.51,Chicago,No,2023-12-20
5419,Bamboo Fiber,110,EcoCement Co.,309.76,Seattle,No,2023-06-08
5420,Recycled Plastic,510,GreenBuild Ltd.,1199.79,San Francisco,Yes,2023-05-13
5421,Straw Bale,943,GreenBuild Ltd.,4603.56,Austin,No,2023-03-31
5422,Bamboo Fiber,752,PlasticCycle,3431.32,San Francisco,No,2023-10-08
5423,Hempcrete,759,EcoCement Co.,3686.24,Seattle,Yes,2023-01-20
5424,Hempcrete,348,EarthInnovations,1634.72,Chicago,Yes,2023-03-08
5425,Straw Bale,573,NatureBricks,1335.97,San Francisco,Yes,2023-08-28
5426,Hempcrete,951,Sustainable Works,4235.84,Houston,Yes,2023-05-06
5427,Bamboo Fiber,373,GreenBuild Ltd.,1297.04,Miami,Yes,2023-07-20
5428,Hempcrete,479,EarthInnovations,984.7,New York,Yes,2023-08-19
5429,Geopolymer,753,NatureBricks,2306.96,Chicago,Yes,2023-05-20
5430,Recycled Plastic,951,NatureBricks,2638.37,San Francisco,No,2023-05-31
5431,Geopolymer,334,PlasticCycle,1529.9,Miami,Yes,2023-05-29
5432,Bamboo Fiber,746,PlasticCycle,2715.94,Seattle,Yes,2023-08-26
5433,Geopolymer,806,EcoCement Co.,2937.02,Houston,Yes,2023-05-23
5434,Recycled Plastic,913,Sustainable Works,3118.8,Austin,No,2023-10-04
5435,Bamboo Fiber,174,NatureBricks,545.99,Boston,Yes,2023-09-07
5436,Rammed Earth,778,PlasticCycle,3617.15,Los Angeles,Yes,2023-07-25
5437,Hempcrete,600,PlasticCycle,2330.31,Chicago,Yes,2023-05-29
5438,Rammed Earth,760,EarthInnovations,3219.85,Austin,No,2023-11-21
5439,Hempcrete,738,EarthInnovations,2530.14,New York,No,2023-03-29
5440,Hempcrete,488,EarthInnovations,1162.52,Houston,Yes,2023-04-08
5441,Hempcrete,435,EarthInnovations,1248.68,Miami,No,2023-07-18
5442,Hempcrete,396,PlasticCycle,1153.42,New York,No,2023-08-07
5443,Straw Bale,844,EarthInnovations,3239.74,Miami,Yes,2023-09-26
5444,Straw Bale,898,EcoCement Co.,3066.58,Austin,Yes,2023-09-28
5445,Rammed Earth,564,GreenBuild Ltd.,1595.9,Seattle,Yes,2023-06-17
5446,Recycled Plastic,966,PlasticCycle,2347.61,Denver,No,2023-03-11
5447,Geopolymer,361,Sustainable Works,1212.93,New York,Yes,2023-06-23
5448,Rammed Earth,746,EcoCement Co.,2862.87,New York,Yes,2023-03-27
5449,Geopolymer,985,GreenBuild Ltd.,2854.53,Los Angeles,No,2023-02-24
5450,Geopolymer,678,Sustainable Works,2220.63,Seattle,Yes,2023-04-11
5451,Rammed Earth,658,NatureBricks,2587.47,Miami,Yes,2023-05-28
5452,Straw Bale,381,EarthInnovations,1512.4,Los Angeles,No,2023-06-08
5453,Bamboo Fiber,731,Sustainable Works,2130.13,Denver,No,2023-02-01
5454,Recycled Plastic,860,NatureBricks,2289.02,Seattle,Yes,2023-05-10
5455,Rammed Earth,919,Sustainable Works,4137.04,Houston,No,2023-03-20
5456,Straw Bale,234,Sustainable Works,583.59,New York,No,2023-03-14
5457,Recycled Plastic,402,Sustainable Works,2004.29,Miami,No,2023-04-19
5458,Hempcrete,243,GreenBuild Ltd.,697.34,Denver,No,2023-10-31
5459,Hempcrete,469,PlasticCycle,1634.25,Seattle,No,2023-04-12
5460,Geopolymer,863,EarthInnovations,3135.56,Austin,No,2023-07-14
5461,Bamboo Fiber,686,EarthInnovations,3221.04,Chicago,Yes,2023-11-28
5462,Hempcrete,782,NatureBricks,1696.5,New York,Yes,2023-08-03
5463,Bamboo Fiber,624,EcoCement Co.,2240.24,Houston,No,2023-09-16
5464,Rammed Earth,200,GreenBuild Ltd.,434.57,Miami,Yes,2023-09-10
5465,Rammed Earth,609,GreenBuild Ltd.,2676.29,Denver,Yes,2023-11-07
5466,Rammed Earth,891,EarthInnovations,4194.91,Boston,Yes,2023-01-16
5467,Geopolymer,776,GreenBuild Ltd.,2377.33,Chicago,No,2023-04-28
5468,Geopolymer,129,NatureBricks,356.3,Chicago,No,2023-07-25
5469,Bamboo Fiber,154,NatureBricks,380.29,New York,Yes,2023-05-10
5470,Geopolymer,558,EarthInnovations,2524.93,Houston,Yes,2023-07-15
5471,Rammed Earth,359,Sustainable Works,896.43,Los Angeles,No,2023-04-12
5472,Hempcrete,439,EcoCement Co.,2048.49,Los Angeles,No,2023-09-27
5473,Geopolymer,505,GreenBuild Ltd.,2153.06,Miami,Yes,2023-05-27
5474,Straw Bale,276,GreenBuild Ltd.,691.77,Los Angeles,Yes,2023-05-31
5475,Rammed Earth,856,EcoCement Co.,2575.51,Los Angeles,No,2023-10-24
5476,Geopolymer,675,GreenBuild Ltd.,2513.19,Chicago,Yes,2023-06-07
5477,Geopolymer,683,NatureBricks,3377.25,Austin,Yes,2023-12-30
5478,Rammed Earth,221,GreenBuild Ltd.,1053.33,Miami,No,2023-08-26
5479,Hempcrete,421,Sustainable Works,1956.89,Miami,No,2023-12-11
5480,Bamboo Fiber,851,PlasticCycle,1858.8,Denver,Yes,2023-08-01
5481,Hempcrete,982,GreenBuild Ltd.,3092.22,Boston,Yes,2023-02-25
5482,Recycled Plastic,938,NatureBricks,2493.98,Chicago,Yes,2023-07-02
5483,Bamboo Fiber,972,Sustainable Works,4366.45,Austin,No,2023-09-07
5484,Geopolymer,910,GreenBuild Ltd.,3696.45,New York,Yes,2023-07-28
5485,Straw Bale,526,PlasticCycle,1562.93,New York,Yes,2023-10-21
5486,Bamboo Fiber,999,GreenBuild Ltd.,4029.67,Austin,Yes,2023-02-11
5487,Hempcrete,485,EcoCement Co.,1659.59,San Francisco,No,2023-11-14
5488,Bamboo Fiber,115,EcoCement Co.,374.61,New York,Yes,2023-02-16
5489,Straw Bale,312,Sustainable Works,1258.26,Los Angeles,No,2023-01-11
5490,Rammed Earth,122,EcoCement Co.,560.87,New York,Yes,2023-09-20
5491,Recycled Plastic,230,PlasticCycle,806.76,Miami,No,2023-03-21
5492,Straw Bale,620,NatureBricks,2596.31,Austin,Yes,2023-07-12
5493,Straw Bale,696,NatureBricks,2084.81,Chicago,Yes,2023-01-20
5494,Recycled Plastic,899,GreenBuild Ltd.,3262.07,Seattle,No,2023-07-23
5495,Straw Bale,280,PlasticCycle,1394.87,Denver,No,2023-02-04
5496,Rammed Earth,450,EcoCement Co.,1819.13,Miami,Yes,2023-11-20
5497,Recycled Plastic,269,NatureBricks,666.5,Houston,Yes,2023-12-18
5498,Bamboo Fiber,316,EarthInnovations,1087.8,Seattle,No,2023-05-15
5499,Bamboo Fiber,790,NatureBricks,2788.5,Chicago,Yes,2023-09-14
5500,Recycled Plastic,442,NatureBricks,1668.14,Austin,No,2023-01-12
5501,Rammed Earth,445,Sustainable Works,1040.95,Denver,No,2023-07-22
5502,Straw Bale,270,Sustainable Works,795.09,Seattle,Yes,2023-05-06
5503,Recycled Plastic,862,PlasticCycle,2107.66,New York,Yes,2023-03-07
5504,Straw Bale,802,NatureBricks,2839.21,New York,No,2023-11-26
5505,Bamboo Fiber,839,PlasticCycle,4173.71,Houston,Yes,2023-05-07
5506,Hempcrete,858,NatureBricks,2433.0,Denver,Yes,2023-03-08
5507,Straw Bale,517,PlasticCycle,2307.38,New York,No,2023-03-05
5508,Geopolymer,529,Sustainable Works,1512.32,Denver,No,2023-10-27
5509,Rammed Earth,141,GreenBuild Ltd.,309.72,Houston,Yes,2023-05-30
5510,Geopolymer,208,Sustainable Works,831.93,New York,No,2023-06-21
5511,Bamboo Fiber,667,GreenBuild Ltd.,3040.32,Denver,Yes,2023-08-07
5512,Recycled Plastic,242,Sustainable Works,489.62,Seattle,Yes,2023-12-21
5513,Straw Bale,312,PlasticCycle,1179.03,Austin,Yes,2023-10-03
5514,Hempcrete,486,Sustainable Works,1844.5,Boston,Yes,2023-02-18
5515,Bamboo Fiber,864,GreenBuild Ltd.,1828.61,Boston,Yes,2023-10-10
5516,Straw Bale,893,NatureBricks,1899.08,Boston,No,2023-04-22
5517,Rammed Earth,520,Sustainable Works,1838.3,Los Angeles,No,2023-02-12
5518,Straw Bale,774,NatureBricks,3517.23,Miami,No,2023-05-02
5519,Geopolymer,906,GreenBuild Ltd.,2899.83,Boston,No,2023-03-21
5520,Recycled Plastic,975,NatureBricks,3614.23,Austin,No,2023-03-18
5521,Geopolymer,327,NatureBricks,1628.07,San Francisco,Yes,2023-08-22
5522,Recycled Plastic,710,NatureBricks,2848.81,Houston,No,2023-05-19
5523,Recycled Plastic,814,NatureBricks,3570.87,Houston,Yes,2023-02-03
5524,Bamboo Fiber,661,EcoCement Co.,2516.11,Chicago,Yes,2023-07-25
5525,Straw Bale,561,EarthInnovations,2341.6,Denver,No,2023-11-29
5526,Bamboo Fiber,395,Sustainable Works,1274.83,Chicago,No,2023-12-14
5527,Bamboo Fiber,383,PlasticCycle,1657.25,Seattle,No,2023-07-25
5528,Rammed Earth,147,EarthInnovations,343.45,San Francisco,Yes,2023-08-12
5529,Hempcrete,580,PlasticCycle,2886.36,Miami,No,2023-09-27
5530,Geopolymer,219,GreenBuild Ltd.,946.19,Seattle,No,2023-02-21
5531,Geopolymer,994,PlasticCycle,3618.13,Miami,Yes,2023-07-08
5532,Straw Bale,621,Sustainable Works,2977.2,Boston,Yes,2023-06-30
5533,Recycled Plastic,444,NatureBricks,1429.13,Miami,Yes,2023-02-03
5534,Hempcrete,480,EarthInnovations,1648.23,Miami,No,2023-03-11
5535,Geopolymer,206,NatureBricks,897.67,San Francisco,Yes,2023-10-12
5536,Straw Bale,403,EarthInnovations,1022.96,Boston,Yes,2023-12-27
5537,Hempcrete,224,EcoCement Co.,587.23,Los Angeles,No,2023-01-16
5538,Rammed Earth,917,Sustainable Works,2756.51,New York,No,2023-05-16
5539,Straw Bale,674,GreenBuild Ltd.,2513.56,Los Angeles,No,2023-03-11
5540,Geopolymer,212,Sustainable Works,490.42,Chicago,Yes,2023-05-26
5541,Rammed Earth,359,GreenBuild Ltd.,995.39,San Francisco,Yes,2023-10-19
5542,Straw Bale,324,EcoCement Co.,1591.32,Houston,No,2023-06-29
5543,Bamboo Fiber,235,EcoCement Co.,645.72,Los Angeles,No,2023-07-02
5544,Rammed Earth,313,EcoCement Co.,644.85,Boston,Yes,2023-11-17
5545,Straw Bale,717,EcoCement Co.,2944.43,Seattle,Yes,2023-01-12
5546,Rammed Earth,286,Sustainable Works,1335.96,Miami,Yes,2023-01-05
5547,Hempcrete,557,GreenBuild Ltd.,1473.71,Chicago,Yes,2023-01-23
5548,Bamboo Fiber,626,GreenBuild Ltd.,1712.04,Austin,No,2023-03-21
5549,Bamboo Fiber,895,GreenBuild Ltd.,3959.06,Austin,No,2023-08-30
5550,Straw Bale,668,PlasticCycle,1468.21,Austin,No,2023-11-01
5551,Recycled Plastic,288,EarthInnovations,586.21,Houston,Yes,2023-05-08
5552,Straw Bale,644,EarthInnovations,2938.46,Denver,Yes,2023-08-24
5553,Recycled Plastic,624,GreenBuild Ltd.,1666.82,Austin,Yes,2023-10-01
5554,Recycled Plastic,770,NatureBricks,3041.13,Boston,No,2023-08-18
5555,Hempcrete,217,NatureBricks,536.08,Miami,Yes,2023-09-27
5556,Bamboo Fiber,752,NatureBricks,3057.87,Austin,No,2023-04-01
5557,Recycled Plastic,814,PlasticCycle,2784.2,Miami,Yes,2023-10-21
5558,Recycled Plastic,575,EcoCement Co.,2767.45,Los Angeles,No,2023-11-08
5559,Straw Bale,179,EcoCement Co.,634.68,New York,Yes,2023-08-05
5560,Geopolymer,818,EarthInnovations,2166.65,San Francisco,Yes,2023-10-20
5561,Hempcrete,257,PlasticCycle,817.61,Chicago,Yes,2023-04-17
5562,Geopolymer,855,EcoCement Co.,2459.48,Miami,Yes,2023-01-23
5563,Rammed Earth,994,NatureBricks,3030.72,Miami,Yes,2023-03-12
5564,Bamboo Fiber,343,NatureBricks,764.05,Houston,Yes,2023-03-22
5565,Geopolymer,298,GreenBuild Ltd.,1027.16,San Francisco,No,2023-02-28
5566,Bamboo Fiber,611,PlasticCycle,2757.99,Denver,Yes,2023-10-15
5567,Bamboo Fiber,343,Sustainable Works,955.17,New York,Yes,2023-05-23
5568,Recycled Plastic,667,NatureBricks,2577.07,Austin,No,2023-06-26
5569,Straw Bale,199,Sustainable Works,481.5,Houston,Yes,2023-11-29
5570,Hempcrete,281,GreenBuild Ltd.,1398.59,Los Angeles,Yes,2023-08-09
5571,Geopolymer,617,EcoCement Co.,2152.53,Denver,Yes,2023-11-22
5572,Bamboo Fiber,279,NatureBricks,957.88,Seattle,No,2023-11-01
5573,Recycled Plastic,941,EarthInnovations,3916.23,Houston,Yes,2023-03-09
5574,Rammed Earth,225,NatureBricks,1060.82,Seattle,No,2023-02-12
5575,Straw Bale,963,EarthInnovations,2758.87,Boston,No,2023-12-02
5576,Straw Bale,574,GreenBuild Ltd.,1392.03,Chicago,Yes,2023-05-13
5577,Hempcrete,567,GreenBuild Ltd.,1633.52,Houston,No,2023-11-25
5578,Geopolymer,637,Sustainable Works,2428.39,Denver,No,2023-10-01
5579,Rammed Earth,153,EcoCement Co.,700.97,Austin,No,2023-06-07
5580,Geopolymer,894,EcoCement Co.,4216.77,Boston,No,2023-12-29
5581,Bamboo Fiber,114,GreenBuild Ltd.,441.54,San Francisco,Yes,2023-04-04
5582,Straw Bale,560,NatureBricks,1804.33,Los Angeles,Yes,2023-11-26
5583,Bamboo Fiber,300,PlasticCycle,619.36,Los Angeles,Yes,2023-12-08
5584,Bamboo Fiber,526,GreenBuild Ltd.,1676.47,New York,Yes,2023-08-03
5585,Geopolymer,247,Sustainable Works,933.56,Miami,Yes,2023-07-08
5586,Recycled Plastic,992,NatureBricks,4709.89,Austin,No,2023-01-01
5587,Bamboo Fiber,993,NatureBricks,4450.84,San Francisco,No,2023-10-10
5588,Bamboo Fiber,377,PlasticCycle,1556.98,Houston,Yes,2023-08-27
5589,Straw Bale,221,EarthInnovations,611.46,San Francisco,Yes,2023-08-27
5590,Geopolymer,672,NatureBricks,1448.39,Miami,No,2023-04-02
5591,Rammed Earth,398,PlasticCycle,909.09,San Francisco,Yes,2023-04-24
